Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=24
Strategy: Calculated quotes: bid=0.23, ask=0.25 and best bid=0.23, best ask=0.25 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.34, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.34, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.34, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.34, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.34, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.34, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.34, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.34, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.34, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.34, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.34, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.34, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.34, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=37, best bid=0.35, best ask=0.39 last mid bucket=Some(37)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=38
Strategy: Calculated quotes: bid=0.35, ask=0.40 and best bid=0.35, best ask=0.40 should requote=true open orders=0 yes_token=51361396741000518998934679719392109871942163575031084935856311330201964449270
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=38, best bid=0.35, best ask=0.40 last mid bucket=Some(38)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=38, best bid=0.35, best ask=0.40 last mid bucket=Some(38)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=38, best bid=0.35, best ask=0.40 last mid bucket=Some(38)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=38, best bid=0.35, best ask=0.40 last mid bucket=Some(38)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=38, best bid=0.35, best ask=0.40 last mid bucket=Some(38)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=38, best bid=0.35, best ask=0.40 last mid bucket=Some(38)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=38, best bid=0.35, best ask=0.40 last mid bucket=Some(38)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=38, best bid=0.35, best ask=0.40 last mid bucket=Some(38)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=38, best bid=0.35, best ask=0.40 last mid bucket=Some(38)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=38, best bid=0.35, best ask=0.40 last mid bucket=Some(38)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=42
Strategy: Calculated quotes: bid=0.35, ask=0.48 and best bid=0.35, best ask=0.48 should requote=true open orders=0 yes_token=51361396741000518998934679719392109871942163575031084935856311330201964449270
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=42, best bid=0.35, best ask=0.48 last mid bucket=Some(42)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=42, best bid=0.35, best ask=0.48 last mid bucket=Some(42)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=42, best bid=0.35, best ask=0.48 last mid bucket=Some(42)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=42, best bid=0.35, best ask=0.48 last mid bucket=Some(42)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=42, best bid=0.35, best ask=0.48 last mid bucket=Some(42)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=42, best bid=0.35, best ask=0.48 last mid bucket=Some(42)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=42, best bid=0.35, best ask=0.48 last mid bucket=Some(42)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=42, best bid=0.35, best ask=0.48 last mid bucket=Some(42)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=42, best bid=0.35, best ask=0.48 last mid bucket=Some(42)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=42, best bid=0.35, best ask=0.48 last mid bucket=Some(42)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=42, best bid=0.35, best ask=0.48 last mid bucket=Some(42)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=42, best bid=0.35, best ask=0.48 last mid bucket=Some(42)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=42, best bid=0.35, best ask=0.48 last mid bucket=Some(42)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=41
Strategy: Calculated quotes: bid=0.35, ask=0.47 and best bid=0.35, best ask=0.47 should requote=true open orders=0 yes_token=51361396741000518998934679719392109871942163575031084935856311330201964449270
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.35, best ask=0.47 last mid bucket=Some(41)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.35, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.35, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.45 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.45 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.45 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.45 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.46 last mid bucket=Some(41)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=41, best bid=0.36, best ask=0.46 last mid bucket=Some(41)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=39
Strategy: Calculated quotes: bid=0.36, ask=0.41 and best bid=0.36, best ask=0.41 should requote=true open orders=0 yes_token=51361396741000518998934679719392109871942163575031084935856311330201964449270
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.36, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.37, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.37, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.37, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.37, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.37, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.37, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.37, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.37, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.37, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.37, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.37, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.37, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.37, best ask=0.41 last mid bucket=Some(39)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=39, best bid=0.37, best ask=0.41 last mid bucket=Some(39)
Exec: Canceled all orders
Exec: Shutdown received - merging before exit
Exec: Failed to merge 500 shares: server returned an error response: error code 3: execution reverted: GS013, data: "0x08c379a0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000054753303133000000000000000000000000000000000000000000000000000000"
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=29
Strategy: Calculated quotes: bid=0.26, ask=0.30 and best bid=0.26, best ask=0.30 should requote=true open orders=0 yes_token=51361396741000518998934679719392109871942163575031084935856311330201964449270
Exec: Posted order: Object {"errorMsg": String(""), "makingAmount": String(""), "orderID": String("0x9cd123604440e83d727be783c63fdec8eee8274d0fd2284394a5f87f88f43fd2"), "status": String("live"), "success": Bool(true), "takingAmount": String("")}
Exec: Placed order successfully with ID: 0x9cd123604440e83d727be783c63fdec8eee8274d0fd2284394a5f87f88f43fd2
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.26, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.26, best ask=0.30 last mid bucket=Some(29)
Exec: Posted order: Object {"errorMsg": String(""), "makingAmount": String(""), "orderID": String("0xe85ea2dd6e36d0d41f9994409f8b9bc8888178bf751213cafbb755ceaa0b0293"), "status": String("live"), "success": Bool(true), "takingAmount": String("")}
Exec: Placed order successfully with ID: 0xe85ea2dd6e36d0d41f9994409f8b9bc8888178bf751213cafbb755ceaa0b0293
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=1 and current mid bucket=28
Strategy: Price moved. Canceling orders for requote.
Strategy: Calculated quotes: bid=0.26, ask=0.29 and best bid=0.26, best ask=0.29 should requote=true open orders=1 yes_token=51361396741000518998934679719392109871942163575031084935856311330201964449270
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Exec: Canceled all orders
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Exec: Posted order: Object {"errorMsg": String(""), "makingAmount": String(""), "orderID": String("0x92de864cbb534cde5cef1350d72adb55b705c8969cc9639dd9268f14bc1927a4"), "status": String("live"), "success": Bool(true), "takingAmount": String("")}
Exec: Placed order successfully with ID: 0x92de864cbb534cde5cef1350d72adb55b705c8969cc9639dd9268f14bc1927a4
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Exec: Posted order: Object {"errorMsg": String(""), "makingAmount": String(""), "orderID": String("0xcda778ee6efd1264e01c3ea8706048d064ce5079b7f293f8fc52fbc4f9a37aaa"), "status": String("live"), "success": Bool(true), "takingAmount": String("")}
Exec: Placed order successfully with ID: 0xcda778ee6efd1264e01c3ea8706048d064ce5079b7f293f8fc52fbc4f9a37aaa
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=1 and current mid bucket=27
Strategy: Price moved. Canceling orders for requote.
Strategy: Calculated quotes: bid=0.26, ask=0.28 and best bid=0.26, best ask=0.28 should requote=true open orders=1 yes_token=51361396741000518998934679719392109871942163575031084935856311330201964449270
